id,title,category,subcategory,platform,organizer_name,organizer_type,beneficiary,location_city,location_state,funds_required,funds_raised,funding_percentage,campaign_start_date,campaign_age_days,is_fraudulent,fraud_score,risk_level,verification_status,features
05b4f6c0-1df6-44bd-9ce7-05b29dfe35a2,Educational Materials Support for Rural Students,Education,Educational Materials,ImpactGuru,Amritsar Learning Foundation,individual,Educational Materials beneficiaries,Dhanbad,Uttarakhand,158603,106374,67.07,2025-02-15,171,False,0.0,low,verified,"{'category': 'Education', 'subcategory': 'Educational Materials', 'platform': 'ImpactGuru', 'campaign_age_days': 171, 'funding_percentage': 67.06976094405053, 'funds_required': 158603, 'funds_raised': 106374, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': False, 'has_website': True, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
6973f926-e3fc-4bbe-a4d5-85bde76a1f84,Educational Materials Support for Government School,Education,Educational Materials,Ketto,Allahabad Learning Foundation,individual,Educational Materials beneficiaries,Chandigarh,Jammu and Kashmir,921700,584350,63.4,2024-12-21,227,False,0.0,low,verified,"{'category': 'Education', 'subcategory': 'Educational Materials', 'platform': 'Ketto', 'campaign_age_days': 227, 'funding_percentage': 63.39921743698342, 'funds_required': 921700, 'funds_raised': 584350, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': True, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
8f64183f-2944-49f1-9875-e34a16266ef7,Support Chronic Disease for Child,Medical,Chronic Disease,Milaap,Thane Medical Relief Society,individual,Chronic Disease beneficiaries,Ranchi,Ladakh,810678,420555,51.88,2024-10-19,290,False,0.0,low,verified,"{'category': 'Medical', 'subcategory': 'Chronic Disease', 'platform': 'Milaap', 'campaign_age_days': 290, 'funding_percentage': 51.87698926114092, 'funds_required': 810678, 'funds_raised': 420555, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
79c0d82c-e5b8-4d92-bc4f-be0286c3d850,Digital Learning Support for Government School,Education,Digital Learning,INDIAdonates,Bhopal Learning Foundation,organization,Digital Learning beneficiaries,Navi Mumbai,Uttar Pradesh,66801,62859,94.1,2024-10-09,300,False,0.0,low,pending,"{'category': 'Education', 'subcategory': 'Digital Learning', 'platform': 'INDIAdonates', 'campaign_age_days': 300, 'funding_percentage': 94.099448897535, 'funds_required': 66801, 'funds_raised': 62859, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': False, 'has_website': True, 'has_media_coverage': True, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
f9d72d91-7fd9-4562-88fa-5d0a80721779,Support Emergency Surgery for Community Member,Medical,Emergency Surgery,Social For Action,Indore Medical Relief Society,individual,Emergency Surgery beneficiaries,Delhi,Bihar,1352732,235196,17.39,2024-12-10,238,False,0.0,low,verified,"{'category': 'Medical', 'subcategory': 'Emergency Surgery', 'platform': 'Social For Action', 'campaign_age_days': 238, 'funding_percentage': 17.386762443575886, 'funds_required': 1352732, 'funds_raised': 235196, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': True, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
b60255a4-1bb7-40cb-b772-ef44d935c21f,Support Chronic Disease for Young Patient,Medical,Chronic Disease,INDIAdonates,Ludhiana Medical Relief Society,individual,Chronic Disease beneficiaries,Srinagar,Haryana,1029807,245231,23.81,2025-07-20,16,False,0.0,low,verified,"{'category': 'Medical', 'subcategory': 'Chronic Disease', 'platform': 'INDIAdonates', 'campaign_age_days': 16, 'funding_percentage': 23.813306948689096, 'funds_required': 1029807, 'funds_raised': 245231, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
f4558e55-690a-47fb-a7ee-b010e57f1880,Elder Care Initiative for Community,Social Causes,Elder Care,Ketto,Vadodara Public Service Society,individual,Elder Care beneficiaries,Kalyan-Dombivali,Gujarat,680571,316625,46.52,2025-06-19,47,False,0.0,low,verified,"{'category': 'Social Causes', 'subcategory': 'Elder Care', 'platform': 'Ketto', 'campaign_age_days': 47, 'funding_percentage': 46.52355442693648, 'funds_required': 680571, 'funds_raised': 316625, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
2c059e03-f705-4244-ab14-59a0d6975d62,Life-saving Help Save - Emergency Surgery Needed,Medical,Emergency Surgery,Milaap,Rapid Foundation,organization,Emergency Surgery beneficiaries,Jabalpur,Meghalaya,981320,221093,22.53,2025-01-16,201,True,1.0,high,pending,"{'category': 'Medical', 'subcategory': 'Emergency Surgery', 'platform': 'Milaap', 'campaign_age_days': 201, 'funding_percentage': 22.530165216888005, 'funds_required': 981320, 'funds_raised': 221093, 'is_fraudulent': True, 'has_government_verification': False, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': False, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': True, 'has_unrealistic_goal': True, 'has_duplicate_content': False, 'limited_social_proof': True, 'minimal_updates': True, 'unclear_fund_usage': True, 'no_previous_campaigns': False}"
9040f72f-e02d-42c2-a819-4aa0010fcc04,Women Empowerment Initiative for Rural Area,Community Development,Women Empowerment,Milaap,Bhopal Community Development Trust,organization,Women Empowerment beneficiaries,Dhanbad,Tripura,1943170,1656763,85.26,2024-09-28,311,False,0.0,low,pending,"{'category': 'Community Development', 'subcategory': 'Women Empowerment', 'platform': 'Milaap', 'campaign_age_days': 311, 'funding_percentage': 85.26084216670593, 'funds_required': 1943170, 'funds_raised': 1656763, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
de01d0c9-7b3c-4e1c-b8d3-02b4057daaf0,Support Accident Recovery for Child,Medical,Accident Recovery,Donatekart,Kolkata Healthcare Trust,organization,Accident Recovery beneficiaries,Thane,Meghalaya,1665737,1379066,82.79,2025-03-24,134,False,0.0,low,verified,"{'category': 'Medical', 'subcategory': 'Accident Recovery', 'platform': 'Donatekart', 'campaign_age_days': 134, 'funding_percentage': 82.79014661869209, 'funds_required': 1665737, 'funds_raised': 1379066, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
86c5df63-0fe6-46a4-9801-d8d358a485c1,Skill Development Initiative for Underprivileged,Community Development,Skill Development,Milaap,Rajkot Community Development Trust,individual,Skill Development beneficiaries,Allahabad,Rajasthan,2248320,536752,23.87,2025-04-05,122,False,0.0,low,verified,"{'category': 'Community Development', 'subcategory': 'Skill Development', 'platform': 'Milaap', 'campaign_age_days': 122, 'funding_percentage': 23.87350932939025, 'funds_required': 2248320, 'funds_raised': 536752, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': True, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
c2ef95a2-b93c-4645-9fc1-84893412e30e,Women Empowerment Initiative for Community,Community Development,Women Empowerment,ImpactGuru,Meerut Development Initiative,organization,Women Empowerment beneficiaries,Hubli-Dharwad,Nagaland,1890749,926961,49.03,2024-10-02,307,False,0.0,low,verified,"{'category': 'Community Development', 'subcategory': 'Women Empowerment', 'platform': 'ImpactGuru', 'campaign_age_days': 307, 'funding_percentage': 49.026147493722235, 'funds_required': 1890749, 'funds_raised': 926961, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': True, 'has_website': False, 'has_media_coverage': True, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
a7bca6f1-c6f9-481d-837a-a5a3e9064f1a,Startup Support Initiative for Rural Area,Technology,Startup Support,Fueladream,Visakhapatnam Social Welfare Foundation,organization,Startup Support beneficiaries,Chennai,Gujarat,1826192,497304,27.23,2025-04-28,99,False,0.0,low,verified,"{'category': 'Technology', 'subcategory': 'Startup Support', 'platform': 'Fueladream', 'campaign_age_days': 99, 'funding_percentage': 27.231754922677116, 'funds_required': 1826192, 'funds_raised': 497304, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': False, 'has_website': True, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
2b75ed8e-a807-4c7b-af07-9c9e9b840842,Tech for Good Initiative for Underprivileged,Technology,Tech for Good,Fueladream,Allahabad Development Initiative,individual,Tech for Good beneficiaries,Amritsar,Chhattisgarh,1500081,457368,30.49,2024-10-08,301,False,0.0,low,verified,"{'category': 'Technology', 'subcategory': 'Tech for Good', 'platform': 'Fueladream', 'campaign_age_days': 301, 'funding_percentage': 30.489590542275582, 'funds_required': 1500081, 'funds_raised': 457368, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': True, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
e803c13a-cd93-42c6-9128-cca9ecba0f05,Critical Support Needed for Wildlife Conservation,Animal Welfare,Wildlife Conservation,Social For Action,Global Initiative,individual,Wildlife Conservation beneficiaries,Bhopal,Haryana,432690,65035,15.03,2025-07-27,9,True,1.0,high,pending,"{'category': 'Animal Welfare', 'subcategory': 'Wildlife Conservation', 'platform': 'Social For Action', 'campaign_age_days': 9, 'funding_percentage': 15.030465879869576, 'funds_required': 432690, 'funds_raised': 65035, 'is_fraudulent': True, 'has_government_verification': False, 'has_complete_documentation': True, 'has_clear_beneficiary': False, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': True, 'has_unrealistic_goal': False, 'has_duplicate_content': True, 'limited_social_proof': True, 'minimal_updates': True, 'unclear_fund_usage': True, 'no_previous_campaigns': False}"
2ecf72b3-befa-4785-be2e-4c82fe2b8d51,Critical Support Needed for Water Conservation,Environment,Water Conservation,INDIAdonates,Emergency Organization,individual,Water Conservation beneficiaries,Navi Mumbai,Madhya Pradesh,2918865,212678,7.29,2024-08-29,341,True,0.4,medium,pending,"{'category': 'Environment', 'subcategory': 'Water Conservation', 'platform': 'INDIAdonates', 'campaign_age_days': 341, 'funding_percentage': 7.2863475116907175, 'funds_required': 2918865, 'funds_raised': 212678, 'is_fraudulent': True, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': True, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': True, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': True}"
2bd32b1c-40a3-4c63-8eff-e8d5230eb59e,Life-saving Support Needed for Flood Relief,Disaster Relief,Flood Relief,Milaap,International Foundation,organization,Flood Relief beneficiaries,Indore,Gujarat,1514203,330803,21.85,2025-03-29,129,True,1.0,high,pending,"{'category': 'Disaster Relief', 'subcategory': 'Flood Relief', 'platform': 'Milaap', 'campaign_age_days': 129, 'funding_percentage': 21.846682497542666, 'funds_required': 1514203, 'funds_raised': 330803, 'is_fraudulent': True, 'has_government_verification': False, 'has_complete_documentation': False, 'has_clear_beneficiary': False, 'has_contact_info': False, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': True, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': True, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': True}"
d41c42ce-01fc-4719-a666-4fd712611555,Digital Learning Support for Underprivileged Children,Education,Digital Learning,Milaap,Vijayawada Student Welfare Society,individual,Digital Learning beneficiaries,Jodhpur,Gujarat,695952,334214,48.02,2024-12-01,247,False,0.0,low,verified,"{'category': 'Education', 'subcategory': 'Digital Learning', 'platform': 'Milaap', 'campaign_age_days': 247, 'funding_percentage': 48.022660618169645, 'funds_required': 695952, 'funds_raised': 334214, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
a1764e19-eef3-4a08-b1cc-1c252b78b686,Cyclone Relief Initiative for Rural Area,Disaster Relief,Cyclone Relief,Social For Action,Hyderabad Public Service Society,organization,Cyclone Relief beneficiaries,Bhopal,Odisha,3501646,2809319,80.23,2024-12-17,231,False,0.0,low,verified,"{'category': 'Disaster Relief', 'subcategory': 'Cyclone Relief', 'platform': 'Social For Action', 'campaign_age_days': 231, 'funding_percentage': 80.22854930112223, 'funds_required': 3501646, 'funds_raised': 2809319, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': False, 'has_website': True, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
9a807938-d81f-4419-a6b2-2d01f5e8cb93,Desperate Support Needed for Animal Rescue,Animal Welfare,Animal Rescue,Milaap,Emergency Trust,organization,Animal Rescue beneficiaries,Chennai,Maharashtra,333620,95583,28.65,2025-06-17,49,True,1.0,high,pending,"{'category': 'Animal Welfare', 'subcategory': 'Animal Rescue', 'platform': 'Milaap', 'campaign_age_days': 49, 'funding_percentage': 28.6505582527923, 'funds_required': 333620, 'funds_raised': 95583, 'is_fraudulent': True, 'has_government_verification': False, 'has_complete_documentation': False, 'has_clear_beneficiary': False, 'has_contact_info': False, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': True, 'has_unrealistic_goal': True, 'has_duplicate_content': False, 'limited_social_proof': True, 'minimal_updates': True, 'unclear_fund_usage': True, 'no_previous_campaigns': False}"
fd30de75-8479-4ad0-afce-0945fc29db9f,Support Chronic Disease for Family Member,Medical,Chronic Disease,Milaap,Hubli-Dharwad City Hospital Foundation,individual,Chronic Disease beneficiaries,Bhopal,Tamil Nadu,53029,22341,42.13,2025-01-03,214,False,0.0,low,pending,"{'category': 'Medical', 'subcategory': 'Chronic Disease', 'platform': 'Milaap', 'campaign_age_days': 214, 'funding_percentage': 42.130084431748685, 'funds_required': 53029, 'funds_raised': 22341, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
